project_type,department,state,district,approved_budget,amount_claimed,amount_released,work_completion_percent,expected_completion_days,actual_days_since_start,delay_ratio,invoice_count,average_invoice_amount,largest_invoice_amount,payment_frequency_per_month,same_vendor_invoice_count,inspection_status,last_inspection_days_ago,geo_tagged_proof_submitted,proof_document_count,complaints_count,contractor_previous_projects,contractor_avg_delay_days,contractor_avg_budget_overrun,contractor_blacklist_flag,approved_work_quantity,claimed_work_quantity,verified_work_quantity,quantity_mismatch_ratio,budget_claim_ratio,fraud_score,fraud_label
Road Construction,Public Works Department,Madhya Pradesh,Bhopal,65866859.79,39494251.16,29920429.89,58.87,515,481,0.934,40,987356.28,5651817.21,4.83,17,Completed,38,1,62,7,90,35.62,0.0,0,100378.61,100129.8,99182.59,0.0094,0.5996,0.0097,0
Road Construction,Public Works Department,Maharashtra,Nashik,24708457.05,9029855.44,6552613.51,48.22,266,152,0.5714,3,3009951.81,7718079.59,1.73,2,Completed,318,1,10,8,26,33.55,0.05,0,99076.16,89605.59,87945.64,0.0168,0.3655,0.041,0
Road Construction,Public Works Department,Maharashtra,Nashik,43505747.47,17611422.46,16614186.58,93.47,1070,1238,1.157,36,489206.18,2856501.47,8.29,4,Completed,60,1,80,5,29,24.29,0.07,0,235583.51,233232.16,246032.21,-0.0543,0.4048,0.0319,0
Welfare Distribution,Social Welfare Department,Andhra Pradesh,Vijayawada,65381902.78,50686798.3,46664655.18,26.69,1046,1329,1.2706,75,675823.98,2081251.32,1.74,42,Pending,47,0,8,41,87,135.94,0.85,1,63580.27,85935.71,45029.1,0.6434,0.7752,0.634,1
Electricity Infrastructure,Energy Department,Maharashtra,Aurangabad,92255173.56,125499913.9,103357581.26,6.37,813,1483,1.8241,147,853740.91,2380354.42,1.75,103,Completed,186,1,7,69,12,116.61,0.44,1,33873.86,65049.92,20168.01,1.325,1.3604,0.8771,1
Bridge Construction,Public Works Department,Kerala,Kollam,40027687.77,25621042.08,23291620.31,40.97,541,582,1.0758,53,483415.89,1546080.34,5.96,10,Completed,157,1,32,5,9,22.11,0.18,0,217606.03,209865.48,188545.78,0.098,0.6401,0.1545,0
Bridge Construction,Public Works Department,Rajasthan,Jodhpur,84791492.5,80496325.53,57811418.2,32.31,147,123,0.8367,110,731784.78,4329192.35,3.44,64,Pending,306,0,2,55,22,49.72,0.29,0,215392.75,354932.0,153199.45,0.9366,0.9493,0.6312,1
Electricity Infrastructure,Energy Department,Andhra Pradesh,Visakhapatnam,16009403.95,18005971.17,13673808.57,40.49,244,405,1.6598,59,305185.95,1554283.94,7.59,78,Pending,197,0,1,39,78,86.67,0.78,1,4199.06,6515.27,1756.18,1.1334,1.1247,0.9072,1
Electricity Infrastructure,Energy Department,Maharashtra,Nashik,40416996.2,9787013.47,8069184.86,99.49,670,249,0.3716,34,287853.34,408802.49,6.2,17,Completed,301,1,30,12,48,10.04,0.05,0,197778.32,187974.57,174165.17,0.0698,0.2422,0.0923,0
Water Pipeline,Water Resources Department,Maharashtra,Nagpur,19763720.02,4305526.53,4163251.25,50.21,739,840,1.1367,49,87867.89,187209.73,4.47,15,Completed,255,1,63,12,30,15.73,0.08,1,26103.57,25956.69,25550.69,0.0156,0.2179,0.1864,0
Water Pipeline,Water Resources Department,Karnataka,Mysuru,95679115.68,80328759.8,58261020.14,55.61,794,478,0.602,39,2059711.79,4245705.11,0.91,6,Completed,359,1,25,6,75,6.63,0.09,0,88030.79,89164.69,85560.75,0.0409,0.8396,0.1592,0
Welfare Distribution,Social Welfare Department,Kerala,Thrissur,64031286.0,63673899.3,50497564.95,99.92,255,271,1.0627,52,1224498.06,5283491.02,6.23,0,Completed,309,0,10,1,4,4.72,0.07,0,9681.66,10277.37,8904.22,0.1418,0.9944,0.1378,0
Welfare Distribution,Social Welfare Department,Gujarat,Vadodara,57458095.45,12142353.53,10414722.71,96.13,742,848,1.1429,9,1349150.39,7603065.79,6.12,3,Completed,2,1,55,4,52,34.59,0.11,0,39091.15,37276.42,36206.2,0.0274,0.2113,0.0164,0
Drainage System,Municipal Administration,Uttar Pradesh,Kanpur,40337643.99,34688734.81,26297444.16,86.18,407,229,0.5627,35,991106.71,4386047.18,2.2,16,Completed,249,0,7,11,70,18.52,0.12,0,130064.91,138326.04,111059.37,0.2096,0.86,0.2153,0
Road Construction,Public Works Department,Rajasthan,Jaipur,41667167.69,33299365.34,33223997.46,78.79,983,520,0.529,34,979393.1,1858505.67,4.53,0,Pending,37,1,14,11,70,20.48,0.07,0,224135.19,205545.61,200339.19,0.0232,0.7992,0.0959,0
Electricity Infrastructure,Energy Department,Karnataka,Mangaluru,62920176.82,47177614.95,38308785.1,63.18,371,145,0.3908,14,3369829.64,11649491.49,4.3,12,Completed,101,1,46,6,53,26.7,0.08,0,201338.39,188671.34,186415.98,0.0112,0.7498,0.0845,0
Welfare Distribution,Social Welfare Department,Gujarat,Vadodara,21167316.95,7055412.27,5518429.38,35.18,435,172,0.3954,28,251979.01,1035425.9,6.12,10,Completed,300,1,13,0,28,37.75,0.15,0,15232.46,13920.93,12950.5,0.0637,0.3333,0.0036,0
Water Pipeline,Water Resources Department,Maharashtra,Mumbai,9633354.25,3734185.17,3231206.23,59.06,827,762,0.9214,55,67894.28,215915.63,5.16,2,Completed,330,1,16,9,24,1.35,0.09,0,153294.87,166558.13,150207.45,0.1067,0.3876,0.0838,0
Housing Scheme,Housing Department,Telangana,Karimnagar,5776774.31,7698710.13,6618034.25,33.76,422,701,1.6611,137,56194.96,243797.96,7.69,39,Pending,123,0,2,80,75,98.22,0.23,1,235891.42,369793.68,132130.53,1.0075,1.3327,0.975,1
Electricity Infrastructure,Energy Department,Maharashtra,Mumbai,84827856.97,55412291.83,44777578.31,87.52,577,381,0.6603,4,13853072.96,21488201.56,1.92,3,Completed,310,1,26,12,91,22.42,0.0,0,77037.8,76561.28,75879.32,0.0089,0.6532,0.0096,0
Bridge Construction,Public Works Department,Andhra Pradesh,Guntur,18237868.5,10147538.52,8824798.8,50.03,914,665,0.7276,44,230625.88,1301700.17,5.0,12,Pending,208,1,20,0,27,26.31,0.09,0,61899.78,64120.82,54357.55,0.1577,0.5564,0.1694,0
Bridge Construction,Public Works Department,Uttar Pradesh,Agra,72714937.46,23579937.78,16619776.87,36.04,92,89,0.9674,21,1122854.18,5084466.51,1.05,14,Completed,338,1,77,9,33,44.97,0.17,0,45135.17,42278.46,39947.04,0.0517,0.3243,0.0674,0
Road Construction,Public Works Department,Uttar Pradesh,Kanpur,39435712.67,26699919.95,25647379.31,44.36,842,219,0.2601,54,494442.96,2278241.94,2.61,17,Completed,267,1,21,11,47,39.7,0.17,0,43550.75,40363.81,42430.53,-0.0475,0.677,0.1343,0
Drainage System,Municipal Administration,Tamil Nadu,Coimbatore,12084753.56,5828818.63,5566580.3,37.45,880,725,0.8239,33,176630.87,1030292.46,8.4,13,Completed,129,1,39,2,53,9.1,0.15,0,171873.56,192067.67,149210.97,0.2494,0.4823,0.0601,0
Drainage System,Municipal Administration,Telangana,Hyderabad,10366228.82,14789443.94,7752770.56,28.42,1016,1673,1.6467,96,154056.71,923963.79,1.24,24,Failed,32,0,4,25,13,91.23,0.36,1,72786.78,116415.76,47668.78,0.9445,1.4267,0.8878,1
Hospital Development,Health Department,Maharashtra,Aurangabad,52315821.61,70035192.41,56112413.57,32.93,106,170,1.6038,29,2415006.63,12013105.21,1.61,96,Failed,309,0,6,9,83,204.58,0.63,1,205422.0,304009.92,120377.84,0.8939,1.3387,0.931,1
Electricity Infrastructure,Energy Department,Tamil Nadu,Madurai,36616340.23,33437980.27,24088863.96,50.86,570,475,0.8333,33,1013272.13,5158655.43,6.57,4,Completed,133,1,30,11,99,31.39,0.13,0,132507.48,137542.73,128275.02,0.0699,0.9132,0.1177,0
Welfare Distribution,Social Welfare Department,Andhra Pradesh,Nellore,61627191.52,25198991.71,18837314.98,82.22,738,445,0.603,28,899963.99,1699173.99,5.79,0,Completed,282,1,50,0,78,18.89,0.06,0,94897.06,87705.7,80774.89,0.073,0.4089,0.0364,0
Water Pipeline,Water Resources Department,Rajasthan,Udaipur,11419499.13,8429579.42,6977268.09,65.1,720,285,0.3958,48,175616.24,468342.21,4.73,0,Completed,109,1,78,8,45,21.69,0.13,0,70059.25,66177.24,70254.43,-0.0582,0.7382,0.0422,0
Drainage System,Municipal Administration,Uttar Pradesh,Agra,25034931.01,4814306.64,3654672.09,89.94,1077,914,0.8487,18,267461.48,1012719.81,1.81,15,Completed,1,1,75,10,98,39.46,0.1,0,45397.56,48108.49,44062.23,0.0891,0.1923,0.0973,0
Road Construction,Public Works Department,Uttar Pradesh,Agra,9197512.35,4000787.41,3975656.54,43.56,364,256,0.7033,35,114308.21,221098.01,6.66,16,Completed,95,1,46,8,51,34.87,0.18,0,3457.37,3610.6,3146.2,0.1343,0.435,0.0722,0
School Building,Education Department,Maharashtra,Pune,36386341.33,26421651.71,18900517.45,46.11,246,241,0.9797,46,574383.73,1808867.54,7.35,10,Completed,94,1,35,8,70,31.25,0.15,0,206207.48,218539.99,174689.15,0.2127,0.7261,0.1677,0
Bridge Construction,Public Works Department,Gujarat,Ahmedabad,89318610.48,90061084.53,67423385.1,98.26,678,536,0.7906,26,3463887.87,13552888.1,3.44,4,Completed,281,1,38,5,19,2.56,0.18,0,58007.64,60492.96,51994.19,0.1465,1.0083,0.0205,0
Drainage System,Municipal Administration,Andhra Pradesh,Kurnool,37305607.57,25383025.8,21181879.8,37.43,510,607,1.1902,10,2538302.58,8125054.01,2.08,6,Completed,139,1,65,0,36,26.09,0.11,0,7377.61,7684.31,7629.75,0.0074,0.6804,0.0995,0
Welfare Distribution,Social Welfare Department,Karnataka,Hubballi,65469150.31,100350772.91,84921988.85,5.07,554,950,1.7148,54,1858347.65,10303622.99,1.71,61,Completed,157,0,5,69,69,212.31,0.54,1,18760.31,30011.55,13778.35,0.8653,1.5328,0.8428,1
Water Pipeline,Water Resources Department,Gujarat,Ahmedabad,48442154.57,28637752.68,20487676.41,90.29,737,379,0.5142,51,561524.56,2665195.4,6.39,15,Completed,152,1,46,2,44,32.89,0.2,0,169187.09,157878.59,161742.91,-0.0228,0.5912,0.0178,0
Water Pipeline,Water Resources Department,Tamil Nadu,Madurai,93464833.7,77198195.2,61600187.24,62.8,773,616,0.7969,30,2573273.17,5129645.1,6.35,9,Completed,132,1,66,1,99,36.0,0.01,0,182857.56,197400.34,175067.47,0.1221,0.826,0.1274,0
Hospital Development,Health Department,Andhra Pradesh,Visakhapatnam,62932829.27,61479766.32,27932906.87,49.45,1035,983,0.9498,131,469311.19,1978621.2,9.0,82,Pending,99,1,14,14,69,128.76,0.84,1,132140.63,191423.37,100175.7,0.6905,0.9769,0.5506,0
Electricity Infrastructure,Energy Department,Tamil Nadu,Tiruchirappalli,28356204.3,21820930.43,17250841.42,36.08,1077,969,0.8997,54,404091.3,2203511.42,1.43,5,Completed,112,1,54,6,9,6.03,0.03,0,220959.33,219132.1,228309.71,-0.0415,0.7695,0.1235,0
Drainage System,Municipal Administration,Rajasthan,Udaipur,35643988.12,48393101.24,34653441.82,6.85,840,1414,1.6833,164,295079.89,1389770.15,4.63,38,Pending,268,0,7,14,41,148.02,0.82,1,128998.51,185361.64,94191.27,0.7068,1.3577,0.8995,1
Hospital Development,Health Department,Tamil Nadu,Chennai,20523336.92,9629692.17,7139925.57,44.77,142,117,0.8239,27,356655.27,918028.7,5.65,17,Completed,49,1,35,6,49,9.75,0.08,0,178962.23,195027.58,159883.08,0.1964,0.4692,0.084,0
Housing Scheme,Housing Department,Maharashtra,Mumbai,5328370.21,5410589.28,4244413.26,87.25,684,631,0.9225,42,128823.55,431393.46,1.88,12,Failed,200,1,43,7,8,34.54,0.18,0,90366.27,85231.67,77763.12,0.0826,1.0154,0.2086,0
School Building,Education Department,Madhya Pradesh,Ujjain,44317449.14,23906347.97,17145357.54,43.39,908,647,0.7126,35,683038.51,2162786.59,4.06,4,Completed,193,1,60,4,25,8.13,0.01,0,222094.61,231557.81,199021.72,0.1465,0.5394,0.1001,0
Road Construction,Public Works Department,Rajasthan,Jaipur,5139269.8,7903821.59,5414212.18,18.56,119,93,0.7815,90,87820.24,519159.22,3.17,91,Pending,11,1,18,66,6,61.06,0.44,1,200253.21,367210.75,89949.73,1.3846,1.5379,0.8006,1
Drainage System,Municipal Administration,Madhya Pradesh,Jabalpur,81975954.06,54005128.21,40458153.92,82.91,69,23,0.3333,41,1317198.25,3062655.89,5.84,0,Completed,316,1,73,12,56,3.05,0.21,0,174514.3,188412.82,181268.71,0.0409,0.6588,0.0778,0
Hospital Development,Health Department,Karnataka,Mangaluru,81028844.17,66854272.11,59651383.7,52.48,667,435,0.6522,10,6685427.21,36921140.75,0.61,7,Completed,250,1,13,11,28,25.89,0.21,0,91459.68,99266.39,94808.37,0.0487,0.8251,0.0939,0
Electricity Infrastructure,Energy Department,Rajasthan,Jaipur,76844848.72,114674409.47,60830656.99,15.34,1089,1439,1.3214,130,882110.84,2949633.32,2.15,73,Completed,236,0,7,40,78,172.12,0.15,1,172896.38,218154.85,138696.52,0.4596,1.4923,0.7785,1
Bridge Construction,Public Works Department,Gujarat,Rajkot,38040686.47,14590196.42,12433936.71,98.35,711,556,0.782,5,2918039.28,7937106.82,3.83,4,Pending,284,0,1,8,86,36.5,0.01,0,184222.46,187167.58,176891.72,0.0558,0.3835,0.1519,0
Road Construction,Public Works Department,Rajasthan,Ajmer,6560574.63,3151875.69,2993161.19,76.49,877,592,0.675,12,262656.31,1338478.48,1.85,1,Completed,353,1,30,0,71,3.2,0.05,0,106064.68,108852.13,108408.84,0.0042,0.4804,0.0663,0
Hospital Development,Health Department,Kerala,Kozhikode,46367926.27,46647226.38,21880176.52,31.27,549,465,0.847,155,300949.85,530316.78,1.89,26,Pending,120,0,3,68,16,86.36,0.69,1,181495.74,271071.23,148002.51,0.6781,1.006,0.7258,1
Hospital Development,Health Department,Telangana,Warangal,85705387.15,101352992.28,60849064.78,51.25,844,879,1.0415,75,1351373.23,7564156.44,8.58,20,Completed,169,0,2,84,98,89.65,0.43,1,103495.84,201668.94,64386.45,1.3265,1.1826,0.7338,1
Bridge Construction,Public Works Department,Andhra Pradesh,Kurnool,3295918.49,1585891.86,1358785.9,48.14,677,572,0.8449,13,121991.68,667259.83,3.73,13,Completed,284,1,20,3,17,44.86,0.11,0,132251.91,135056.35,114302.77,0.1569,0.4812,0.0226,0
Housing Scheme,Housing Department,Tamil Nadu,Coimbatore,28534282.59,34065950.33,15939112.3,61.64,720,633,0.8792,59,577388.99,1088412.94,8.72,44,Pending,35,0,0,28,26,27.67,0.51,1,172371.36,251540.22,104852.43,0.851,1.1939,0.6132,1
Road Construction,Public Works Department,Telangana,Karimnagar,79543575.95,59119586.98,41434807.02,88.48,330,307,0.9303,23,2570416.83,8647830.84,6.8,5,Completed,210,1,19,0,92,27.33,0.08,0,89153.5,89145.57,86535.97,0.0293,0.7432,0.0,0
Drainage System,Municipal Administration,Andhra Pradesh,Vijayawada,92939679.33,54799346.23,50521166.83,71.15,450,303,0.6733,17,3223490.95,14130029.23,8.55,7,Completed,146,1,64,2,45,26.54,0.09,0,226149.96,213271.72,226655.57,-0.0592,0.5896,0.0172,0
School Building,Education Department,Rajasthan,Kota,5084728.04,5274168.58,2378020.39,61.06,301,248,0.8239,33,159823.29,426961.59,5.92,70,Pending,77,0,5,17,11,91.37,0.67,1,139544.22,256834.63,50837.59,1.4762,1.0373,0.6355,1
Electricity Infrastructure,Energy Department,Andhra Pradesh,Nellore,90942498.72,128582704.63,110489653.13,34.52,975,1133,1.1621,140,918447.89,5331769.05,8.0,30,Failed,178,0,8,31,48,111.25,0.29,0,37965.52,57068.16,31047.99,0.6854,1.4139,0.6773,1
Hospital Development,Health Department,Andhra Pradesh,Vijayawada,633407.15,596405.68,461851.96,83.13,244,139,0.5697,4,149101.42,851738.77,2.23,8,Completed,71,1,53,9,31,32.93,0.13,0,6519.88,5978.97,6683.93,-0.1081,0.9416,0.0602,0
Road Construction,Public Works Department,Telangana,Khammam,2754665.0,3522582.23,2980207.39,10.04,900,766,0.8511,180,19569.9,59069.16,5.35,41,Pending,109,0,6,7,42,63.29,0.36,1,126055.94,235192.88,97032.37,1.096,1.2788,0.7853,1
Hospital Development,Health Department,Madhya Pradesh,Bhopal,30499930.57,28946127.06,17825945.67,46.21,1025,1954,1.9063,91,318089.31,1032308.18,0.9,27,Failed,13,0,5,40,79,120.09,0.67,1,148356.15,214065.51,79388.33,0.9078,0.9491,0.862,1
Drainage System,Municipal Administration,Maharashtra,Mumbai,43792326.3,29522758.13,27797452.15,83.92,118,61,0.5169,5,5904551.63,30448344.11,7.64,14,Completed,363,0,1,12,60,8.85,0.19,0,57895.59,52295.76,57876.92,-0.0964,0.6742,0.0776,0
Hospital Development,Health Department,Andhra Pradesh,Guntur,97889360.26,122217742.69,112173063.95,28.99,335,588,1.7552,65,1880272.96,4173712.53,5.03,88,Pending,328,0,6,8,62,137.14,0.67,0,30817.03,45417.36,15352.35,0.9756,1.2485,0.7991,1
Road Construction,Public Works Department,Kerala,Kozhikode,38864872.18,37235970.38,30074514.37,35.4,194,166,0.8557,57,653262.64,985852.55,1.78,61,Pending,268,0,8,60,30,116.05,0.79,1,3858.03,4611.91,1905.47,0.7015,0.9581,0.7352,1
Welfare Distribution,Social Welfare Department,Uttar Pradesh,Kanpur,77299629.48,70067780.02,41720896.97,15.25,465,512,1.1011,164,427242.56,1138715.92,6.55,48,Pending,84,0,3,25,24,150.3,0.69,1,131763.67,194668.08,54346.65,1.0649,0.9064,0.7466,1
Housing Scheme,Housing Department,Rajasthan,Udaipur,40016414.39,49507162.13,33347151.18,11.24,673,1250,1.8574,128,386774.7,818827.92,7.59,19,Pending,22,0,8,13,50,87.87,0.28,0,162970.18,253393.02,79186.24,1.0689,1.2372,0.7538,1
Road Construction,Public Works Department,Gujarat,Surat,57249125.25,27673138.66,22195748.12,80.18,891,701,0.7868,5,5534627.73,20216899.6,8.38,8,Pending,218,1,32,1,30,40.43,0.11,0,59972.86,56564.53,54466.45,0.035,0.4834,0.0606,0
Electricity Infrastructure,Energy Department,Maharashtra,Aurangabad,52798758.04,65341787.22,58931324.48,8.95,515,899,1.7456,91,718041.62,4022624.38,1.68,11,Pending,158,0,8,25,60,125.4,0.26,1,62931.74,107513.54,23180.1,1.3401,1.2376,0.8945,1
Drainage System,Municipal Administration,Gujarat,Rajkot,98917773.99,29664563.36,21405979.85,78.63,1055,982,0.9308,11,2696778.49,12628119.78,8.91,16,Completed,215,1,48,10,53,22.02,0.03,0,53882.33,60107.55,51801.92,0.1541,0.2999,0.0556,0
Water Pipeline,Water Resources Department,Tamil Nadu,Salem,75982003.87,81631314.57,53529281.04,43.94,879,1336,1.5199,135,604676.4,2028476.13,8.43,104,Completed,89,0,0,28,65,111.35,0.66,1,118050.71,215864.76,47060.15,1.4299,1.0744,0.7982,1
Welfare Distribution,Social Welfare Department,Gujarat,Vadodara,78504714.02,37467496.85,31394485.02,42.87,494,125,0.253,32,1170859.28,3088977.65,8.2,6,Completed,140,1,55,3,58,25.29,0.21,0,86718.51,86375.86,78178.56,0.0945,0.4773,0.0839,0
Bridge Construction,Public Works Department,Gujarat,Ahmedabad,59458319.01,13546847.87,13035472.86,65.17,497,483,0.9718,6,2257807.98,12960338.34,1.06,9,Completed,116,1,61,6,24,33.44,0.13,0,184018.28,167318.49,192778.37,-0.1384,0.2278,0.0565,0
Electricity Infrastructure,Energy Department,Andhra Pradesh,Visakhapatnam,63491325.25,46971029.04,40519667.71,78.38,81,31,0.3827,15,3131401.94,8401923.71,0.64,3,Completed,296,1,51,9,82,36.17,0.09,0,31414.09,33261.91,28334.36,0.1569,0.7398,0.0525,0
Hospital Development,Health Department,Kerala,Kozhikode,19391525.17,10085380.09,9198521.43,77.12,263,292,1.1103,27,373532.6,1333420.36,4.5,18,Completed,327,1,15,7,46,19.14,0.13,0,5185.45,4747.65,5027.3,-0.0539,0.5201,0.052,0
School Building,Education Department,Gujarat,Bhavnagar,72608879.21,89250836.2,68687031.35,47.89,438,543,1.2397,51,1750016.4,3377960.76,3.24,99,Pending,59,0,0,48,57,214.19,0.39,1,130895.31,165072.17,66774.38,0.751,1.2292,0.7783,1
Water Pipeline,Water Resources Department,Gujarat,Vadodara,2064079.32,1516241.85,1147300.03,47.24,961,710,0.7388,23,65923.56,103847.44,5.76,15,Completed,95,1,58,11,35,41.2,0.16,0,132358.14,124203.71,135378.81,-0.0844,0.7346,0.1134,0
School Building,Education Department,Rajasthan,Kota,44285676.2,39349261.59,35669607.15,45.45,812,809,0.9963,16,2459328.85,13124185.85,5.59,1,Completed,339,1,52,10,9,38.17,0.16,0,167258.53,169179.99,152814.51,0.0978,0.8885,0.1472,0
Hospital Development,Health Department,Karnataka,Hubballi,89256758.93,16746367.04,12765582.6,80.4,282,180,0.6383,8,2093295.88,11882608.11,7.14,16,Completed,264,1,12,5,59,39.17,0.14,0,56816.98,53124.43,59201.41,-0.107,0.1876,0.0,0
School Building,Education Department,Karnataka,Mangaluru,54724522.79,35275054.36,27602295.95,76.11,787,909,1.155,17,2075003.2,10327458.5,1.17,11,Pending,272,1,70,7,41,23.5,0.05,1,36452.86,38092.19,33501.77,0.1259,0.6446,0.2202,0
Water Pipeline,Water Resources Department,Maharashtra,Pune,38888649.9,18007894.6,14122090.43,66.22,594,346,0.5825,43,418788.25,732350.38,6.26,4,Pending,242,1,15,8,14,29.64,0.17,0,159037.98,157896.98,165918.06,-0.0504,0.4631,0.0684,0
Hospital Development,Health Department,Kerala,Kollam,31502371.17,18090800.7,17900597.89,88.59,241,177,0.7344,26,695800.03,2832585.81,7.9,1,Pending,36,1,53,4,68,12.76,0.16,0,222840.38,228877.15,197408.16,0.1412,0.5743,0.1488,0
Electricity Infrastructure,Energy Department,Karnataka,Belagavi,61375198.57,75170727.37,58243229.66,19.08,774,1097,1.4173,66,1138950.41,6599353.72,1.81,41,Pending,356,0,8,78,60,153.49,0.55,1,167804.96,287955.6,88200.64,1.1904,1.2248,0.9471,1
Bridge Construction,Public Works Department,Maharashtra,Aurangabad,93605176.56,101529742.38,78490862.93,30.17,739,1375,1.8606,75,1353729.9,6849857.73,4.19,24,Pending,128,0,6,66,56,58.0,0.25,1,123249.82,155200.89,57229.18,0.7949,1.0847,0.9046,1
Hospital Development,Health Department,Tamil Nadu,Salem,91835328.44,87554794.93,70875442.55,97.55,881,737,0.8365,39,2244994.74,9809644.63,8.66,17,Completed,284,1,56,9,89,44.36,0.15,0,232931.78,237363.63,224305.69,0.0561,0.9534,0.0716,0
Hospital Development,Health Department,Madhya Pradesh,Gwalior,26999984.18,17835455.26,14216443.68,62.29,260,103,0.3962,10,1783545.53,2623246.22,8.41,17,Completed,9,1,72,12,80,35.87,0.13,0,69367.21,74364.35,69030.76,0.0769,0.6606,0.1024,0
Water Pipeline,Water Resources Department,Madhya Pradesh,Ujjain,31905629.24,19420223.11,16309586.45,66.28,955,1089,1.1403,35,554863.52,1909889.3,1.8,6,Completed,318,0,6,0,12,17.84,0.13,1,82287.08,77047.74,80108.72,-0.0372,0.6087,0.258,0
Hospital Development,Health Department,Karnataka,Mangaluru,84989295.25,17686100.43,15748931.91,62.74,117,27,0.2308,23,768960.89,2236056.73,6.29,4,Completed,102,1,28,6,29,42.89,0.06,0,53402.99,57268.28,52601.11,0.0874,0.2081,0.0597,0
Housing Scheme,Housing Department,Telangana,Hyderabad,90560914.47,58348102.96,45470630.66,39.32,910,976,1.0725,22,2652186.5,15336602.47,8.34,7,Pending,188,1,45,3,63,14.83,0.01,0,196855.72,214919.63,170230.86,0.227,0.6443,0.1855,0
Welfare Distribution,Social Welfare Department,Rajasthan,Udaipur,8345989.22,3909500.05,3509681.89,70.99,383,94,0.2454,55,71081.82,378279.77,4.93,6,Completed,328,1,62,12,80,36.47,0.11,0,138580.11,133885.62,143748.25,-0.0712,0.4684,0.0456,0
School Building,Education Department,Maharashtra,Nagpur,33173618.47,30573169.81,27714832.56,48.65,645,820,1.2713,28,1091898.92,3323373.38,8.92,85,Completed,283,0,1,49,94,45.79,0.36,1,141764.52,189298.83,109980.36,0.5595,0.9216,0.6262,1
